Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,GCF_001267175_1_ASM126717v1_genomic_gff,GCF_001267195_1_ASM126719v1_genomic_gff,GCF_001267215_1_ASM126721v1_genomic_gff,GCF_001267255_1_ASM126725v1_genomic_gff,GCF_001267275_1_ASM126727v1_genomic_gff,GCF_001267295_1_ASM126729v1_genomic_gff,GCF_001267315_1_ASM126731v1_genomic_gff,GCF_030328955_1_ASM3032895v1_genomic_gff,GCF_030328995_1_ASM3032899v1_genomic_gff,GCF_030329025_1_ASM3032902v1_genomic_gff
WP_053101377.1,,M48 family metalloprotease,10,10,1,78,1581,,,,464,761,721,9b7e70dc9c6ece2c05dcc2e656b22969_4781,f703f9607fd873072b58ff69da1f6298_2171,7939b8df5802c39c46adb1416b02880c_2311,5b8d0eb8742d50487a1e3a28fa195a18_4362,4291979d325094cc7b4bce3cd2bb2024_1623,a077d878693c9fd52ed3dbbed690b74f_1455,03f798c6314f9895224cd16f8bb35aa0_3750,0cad7609a72f054f1e5a773edfee880c_1026,b950933d1ddb7e03141c7b304a24a0b6_1386,f8e40b63109f8c40a69745e5931a1674_2170
WP_053105915.1,,BON domain-containing protein,10,10,1,78,533,,,,527,527,527,9b7e70dc9c6ece2c05dcc2e656b22969_4869,f703f9607fd873072b58ff69da1f6298_2083,7939b8df5802c39c46adb1416b02880c_2399,5b8d0eb8742d50487a1e3a28fa195a18_4450,4291979d325094cc7b4bce3cd2bb2024_1535,a077d878693c9fd52ed3dbbed690b74f_1367,03f798c6314f9895224cd16f8bb35aa0_3830,0cad7609a72f054f1e5a773edfee880c_37,b950933d1ddb7e03141c7b304a24a0b6_2087,f8e40b63109f8c40a69745e5931a1674_2254
WP_053106452.1,,biopolymer transporter ExbD,10,10,1,78,394,,,,410,410,410,9b7e70dc9c6ece2c05dcc2e656b22969_331,f703f9607fd873072b58ff69da1f6298_335,7939b8df5802c39c46adb1416b02880c_2802,5b8d0eb8742d50487a1e3a28fa195a18_1708,4291979d325094cc7b4bce3cd2bb2024_4263,a077d878693c9fd52ed3dbbed690b74f_4236,03f798c6314f9895224cd16f8bb35aa0_4267,0cad7609a72f054f1e5a773edfee880c_598,b950933d1ddb7e03141c7b304a24a0b6_2575,f8e40b63109f8c40a69745e5931a1674_4345
WP_053111083.1,,insulinase family protein,10,10,1,78,4027,,,,2375,2381,2375,9b7e70dc9c6ece2c05dcc2e656b22969_1006,f703f9607fd873072b58ff69da1f6298_945,7939b8df5802c39c46adb1416b02880c_3386,5b8d0eb8742d50487a1e3a28fa195a18_1104,4291979d325094cc7b4bce3cd2bb2024_241,a077d878693c9fd52ed3dbbed690b74f_218,03f798c6314f9895224cd16f8bb35aa0_218,0cad7609a72f054f1e5a773edfee880c_3227,b950933d1ddb7e03141c7b304a24a0b6_410,f8e40b63109f8c40a69745e5931a1674_1341
WP_148561499.1,,hypothetical protein,10,10,1,78,1154,,,,764,773,769,9b7e70dc9c6ece2c05dcc2e656b22969_4008,f703f9607fd873072b58ff69da1f6298_2847,7939b8df5802c39c46adb1416b02880c_1615,5b8d0eb8742d50487a1e3a28fa195a18_3662,4291979d325094cc7b4bce3cd2bb2024_2335,a077d878693c9fd52ed3dbbed690b74f_2203,03f798c6314f9895224cd16f8bb35aa0_3030,0cad7609a72f054f1e5a773edfee880c_4436,b950933d1ddb7e03141c7b304a24a0b6_4685,f8e40b63109f8c40a69745e5931a1674_3901
WP_053105174.1,,NAD(P)H-dependent oxidoreductase,10,10,1,78,1656,,,,596,596,596,9b7e70dc9c6ece2c05dcc2e656b22969_31,f703f9607fd873072b58ff69da1f6298_33,7939b8df5802c39c46adb1416b02880c_2494,5b8d0eb8742d50487a1e3a28fa195a18_2048,4291979d325094cc7b4bce3cd2bb2024_3943,a077d878693c9fd52ed3dbbed690b74f_3934,03f798c6314f9895224cd16f8bb35aa0_3925,0cad7609a72f054f1e5a773edfee880c_3433,b950933d1ddb7e03141c7b304a24a0b6_2261,f8e40b63109f8c40a69745e5931a1674_4254
thiE,,thiamine phosphate synthase,10,10,1,78,320,,,,617,617,617,9b7e70dc9c6ece2c05dcc2e656b22969_88,f703f9607fd873072b58ff69da1f6298_92,7939b8df5802c39c46adb1416b02880c_2559,5b8d0eb8742d50487a1e3a28fa195a18_1951,4291979d325094cc7b4bce3cd2bb2024_4004,a077d878693c9fd52ed3dbbed690b74f_3995,03f798c6314f9895224cd16f8bb35aa0_3984,0cad7609a72f054f1e5a773edfee880c_3492,b950933d1ddb7e03141c7b304a24a0b6_2318,f8e40b63109f8c40a69745e5931a1674_4193
mnmC,,bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC,10,10,1,78,326,,,,1952,1952,1952,9b7e70dc9c6ece2c05dcc2e656b22969_100,f703f9607fd873072b58ff69da1f6298_104,7939b8df5802c39c46adb1416b02880c_2571,5b8d0eb8742d50487a1e3a28fa195a18_1939,4291979d325094cc7b4bce3cd2bb2024_4016,a077d878693c9fd52ed3dbbed690b74f_4007,03f798c6314f9895224cd16f8bb35aa0_3996,0cad7609a72f054f1e5a773edfee880c_3504,b950933d1ddb7e03141c7b304a24a0b6_2330,f8e40b63109f8c40a69745e5931a1674_4181
rsmH,,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,10,10,1,78,340,,,,938,938,938,9b7e70dc9c6ece2c05dcc2e656b22969_129,f703f9607fd873072b58ff69da1f6298_133,7939b8df5802c39c46adb1416b02880c_2600,5b8d0eb8742d50487a1e3a28fa195a18_1910,4291979d325094cc7b4bce3cd2bb2024_4045,a077d878693c9fd52ed3dbbed690b74f_4036,03f798c6314f9895224cd16f8bb35aa0_4025,0cad7609a72f054f1e5a773edfee880c_3533,b950933d1ddb7e03141c7b304a24a0b6_2359,f8e40b63109f8c40a69745e5931a1674_4152
WP_064496057.1,,2-dehydropantoate 2-reductase,10,10,1,78,362,,,,917,917,917,9b7e70dc9c6ece2c05dcc2e656b22969_169,f703f9607fd873072b58ff69da1f6298_173,7939b8df5802c39c46adb1416b02880c_2640,5b8d0eb8742d50487a1e3a28fa195a18_1870,4291979d325094cc7b4bce3cd2bb2024_4085,a077d878693c9fd52ed3dbbed690b74f_4076,03f798c6314f9895224cd16f8bb35aa0_4065,0cad7609a72f054f1e5a773edfee880c_3573,b950933d1ddb7e03141c7b304a24a0b6_2399,f8e40b63109f8c40a69745e5931a1674_4112
WP_053101529.1,,SOS response-associated peptidase,10,10,1,78,476,,,,626,626,626,9b7e70dc9c6ece2c05dcc2e656b22969_210,f703f9607fd873072b58ff69da1f6298_214,7939b8df5802c39c46adb1416b02880c_2681,5b8d0eb8742d50487a1e3a28fa195a18_1829,4291979d325094cc7b4bce3cd2bb2024_4124,a077d878693c9fd52ed3dbbed690b74f_4115,03f798c6314f9895224cd16f8bb35aa0_4104,0cad7609a72f054f1e5a773edfee880c_719,b950933d1ddb7e03141c7b304a24a0b6_2440,f8e40b63109f8c40a69745e5931a1674_4073
tmk,,dTMP kinase,10,10,1,78,416,,,,632,632,632,9b7e70dc9c6ece2c05dcc2e656b22969_297,f703f9607fd873072b58ff69da1f6298_301,7939b8df5802c39c46adb1416b02880c_2768,5b8d0eb8742d50487a1e3a28fa195a18_1742,4291979d325094cc7b4bce3cd2bb2024_4227,a077d878693c9fd52ed3dbbed690b74f_4202,03f798c6314f9895224cd16f8bb35aa0_4233,0cad7609a72f054f1e5a773edfee880c_632,b950933d1ddb7e03141c7b304a24a0b6_2541,f8e40b63109f8c40a69745e5931a1674_3988
WP_053102173.1,,DNA polymerase III subunit delta',10,10,1,78,414,,,,980,980,980,9b7e70dc9c6ece2c05dcc2e656b22969_299,f703f9607fd873072b58ff69da1f6298_303,7939b8df5802c39c46adb1416b02880c_2770,5b8d0eb8742d50487a1e3a28fa195a18_1740,4291979d325094cc7b4bce3cd2bb2024_4229,a077d878693c9fd52ed3dbbed690b74f_4204,03f798c6314f9895224cd16f8bb35aa0_4235,0cad7609a72f054f1e5a773edfee880c_630,b950933d1ddb7e03141c7b304a24a0b6_2543,f8e40b63109f8c40a69745e5931a1674_3986
WP_053105211.1,,pseudouridine synthase,10,10,1,78,399,,,,884,902,900,9b7e70dc9c6ece2c05dcc2e656b22969_321,f703f9607fd873072b58ff69da1f6298_325,7939b8df5802c39c46adb1416b02880c_2792,5b8d0eb8742d50487a1e3a28fa195a18_1718,4291979d325094cc7b4bce3cd2bb2024_4251,a077d878693c9fd52ed3dbbed690b74f_4226,03f798c6314f9895224cd16f8bb35aa0_4257,0cad7609a72f054f1e5a773edfee880c_608,b950933d1ddb7e03141c7b304a24a0b6_2565,f8e40b63109f8c40a69745e5931a1674_4335
WP_053105798.1,,hemin-degrading factor,10,10,1,78,396,,,,1055,1094,1058,9b7e70dc9c6ece2c05dcc2e656b22969_327,f703f9607fd873072b58ff69da1f6298_331,7939b8df5802c39c46adb1416b02880c_2798,5b8d0eb8742d50487a1e3a28fa195a18_1712,4291979d325094cc7b4bce3cd2bb2024_4257,a077d878693c9fd52ed3dbbed690b74f_4232,03f798c6314f9895224cd16f8bb35aa0_4263,0cad7609a72f054f1e5a773edfee880c_602,b950933d1ddb7e03141c7b304a24a0b6_2571,f8e40b63109f8c40a69745e5931a1674_4341
lipB,,lipoyl(octanoyl) transferase LipB,10,10,1,78,3939,,,,659,659,659,9b7e70dc9c6ece2c05dcc2e656b22969_434,f703f9607fd873072b58ff69da1f6298_490,7939b8df5802c39c46adb1416b02880c_2947,5b8d0eb8742d50487a1e3a28fa195a18_1545,4291979d325094cc7b4bce3cd2bb2024_4418,a077d878693c9fd52ed3dbbed690b74f_4654,03f798c6314f9895224cd16f8bb35aa0_4386,0cad7609a72f054f1e5a773edfee880c_455,b950933d1ddb7e03141c7b304a24a0b6_2720,f8e40b63109f8c40a69745e5931a1674_4486
WP_053105805.1,,MATE family efflux transporter,10,10,1,78,3960,,,,1394,1406,1395,9b7e70dc9c6ece2c05dcc2e656b22969_474,f703f9607fd873072b58ff69da1f6298_530,7939b8df5802c39c46adb1416b02880c_2987,5b8d0eb8742d50487a1e3a28fa195a18_1505,4291979d325094cc7b4bce3cd2bb2024_4458,a077d878693c9fd52ed3dbbed690b74f_4614,03f798c6314f9895224cd16f8bb35aa0_4426,0cad7609a72f054f1e5a773edfee880c_389,b950933d1ddb7e03141c7b304a24a0b6_2763,f8e40b63109f8c40a69745e5931a1674_4526
WP_231692652.1,,pseudouridine synthase,10,10,1,78,3743,,,,545,668,557,9b7e70dc9c6ece2c05dcc2e656b22969_525,f703f9607fd873072b58ff69da1f6298_572,7939b8df5802c39c46adb1416b02880c_3029,5b8d0eb8742d50487a1e3a28fa195a18_1463,4291979d325094cc7b4bce3cd2bb2024_4518,a077d878693c9fd52ed3dbbed690b74f_4572,03f798c6314f9895224cd16f8bb35aa0_4472,0cad7609a72f054f1e5a773edfee880c_4673,b950933d1ddb7e03141c7b304a24a0b6_4837,f8e40b63109f8c40a69745e5931a1674_4586
WP_080995572.1,,septum formation initiator family protein,10,10,1,78,3733,,,,281,284,281,9b7e70dc9c6ece2c05dcc2e656b22969_539,f703f9607fd873072b58ff69da1f6298_586,7939b8df5802c39c46adb1416b02880c_3043,5b8d0eb8742d50487a1e3a28fa195a18_1449,4291979d325094cc7b4bce3cd2bb2024_4532,a077d878693c9fd52ed3dbbed690b74f_4558,03f798c6314f9895224cd16f8bb35aa0_4486,0cad7609a72f054f1e5a773edfee880c_4689,b950933d1ddb7e03141c7b304a24a0b6_4821,f8e40b63109f8c40a69745e5931a1674_4600
WP_053105277.1,,efflux transporter outer membrane subunit,10,10,1,78,3715,,,,1397,1406,1398,9b7e70dc9c6ece2c05dcc2e656b22969_567,f703f9607fd873072b58ff69da1f6298_614,7939b8df5802c39c46adb1416b02880c_3071,5b8d0eb8742d50487a1e3a28fa195a18_1421,4291979d325094cc7b4bce3cd2bb2024_4560,a077d878693c9fd52ed3dbbed690b74f_4530,03f798c6314f9895224cd16f8bb35aa0_4514,0cad7609a72f054f1e5a773edfee880c_4719,b950933d1ddb7e03141c7b304a24a0b6_4791,f8e40b63109f8c40a69745e5931a1674_4628
aat,,leucyl/phenylalanyl-tRNA--protein transferase,10,10,1,78,3702,,,,713,713,713,9b7e70dc9c6ece2c05dcc2e656b22969_589,f703f9607fd873072b58ff69da1f6298_636,7939b8df5802c39c46adb1416b02880c_3093,5b8d0eb8742d50487a1e3a28fa195a18_1399,4291979d325094cc7b4bce3cd2bb2024_4582,a077d878693c9fd52ed3dbbed690b74f_4508,03f798c6314f9895224cd16f8bb35aa0_4538,0cad7609a72f054f1e5a773edfee880c_4741,b950933d1ddb7e03141c7b304a24a0b6_4769,f8e40b63109f8c40a69745e5931a1674_4650
tusA,,sulfurtransferase TusA,10,10,1,78,26,,,,230,269,265,9b7e70dc9c6ece2c05dcc2e656b22969_870,f703f9607fd873072b58ff69da1f6298_811,7939b8df5802c39c46adb1416b02880c_3250,5b8d0eb8742d50487a1e3a28fa195a18_1240,4291979d325094cc7b4bce3cd2bb2024_105,a077d878693c9fd52ed3dbbed690b74f_84,03f798c6314f9895224cd16f8bb35aa0_82,0cad7609a72f054f1e5a773edfee880c_3363,b950933d1ddb7e03141c7b304a24a0b6_768,f8e40b63109f8c40a69745e5931a1674_1477
WP_053105292.1,,hypothetical protein,10,10,1,78,38,,,,659,659,659,9b7e70dc9c6ece2c05dcc2e656b22969_890,f703f9607fd873072b58ff69da1f6298_831,7939b8df5802c39c46adb1416b02880c_3270,5b8d0eb8742d50487a1e3a28fa195a18_1220,4291979d325094cc7b4bce3cd2bb2024_125,a077d878693c9fd52ed3dbbed690b74f_104,03f798c6314f9895224cd16f8bb35aa0_102,0cad7609a72f054f1e5a773edfee880c_3343,b950933d1ddb7e03141c7b304a24a0b6_748,f8e40b63109f8c40a69745e5931a1674_1457
WP_053105300.1,,MFS transporter,10,10,1,78,4068,,,,1217,1217,1217,9b7e70dc9c6ece2c05dcc2e656b22969_928,f703f9607fd873072b58ff69da1f6298_867,7939b8df5802c39c46adb1416b02880c_3308,5b8d0eb8742d50487a1e3a28fa195a18_1182,4291979d325094cc7b4bce3cd2bb2024_163,a077d878693c9fd52ed3dbbed690b74f_140,03f798c6314f9895224cd16f8bb35aa0_140,0cad7609a72f054f1e5a773edfee880c_3305,b950933d1ddb7e03141c7b304a24a0b6_710,f8e40b63109f8c40a69745e5931a1674_1419
WP_053105302.1,,HAD-IA family hydrolase,10,10,1,78,4065,,,,683,683,683,9b7e70dc9c6ece2c05dcc2e656b22969_934,f703f9607fd873072b58ff69da1f6298_873,7939b8df5802c39c46adb1416b02880c_3314,5b8d0eb8742d50487a1e3a28fa195a18_1176,4291979d325094cc7b4bce3cd2bb2024_169,a077d878693c9fd52ed3dbbed690b74f_146,03f798c6314f9895224cd16f8bb35aa0_146,0cad7609a72f054f1e5a773edfee880c_3299,b950933d1ddb7e03141c7b304a24a0b6_704,f8e40b63109f8c40a69745e5931a1674_1413
WP_053099483.1,,putative 2-dehydropantoate 2-reductase,10,10,1,78,4042,,,,959,959,959,9b7e70dc9c6ece2c05dcc2e656b22969_978,f703f9607fd873072b58ff69da1f6298_917,7939b8df5802c39c46adb1416b02880c_3358,5b8d0eb8742d50487a1e3a28fa195a18_1132,4291979d325094cc7b4bce3cd2bb2024_213,a077d878693c9fd52ed3dbbed690b74f_190,03f798c6314f9895224cd16f8bb35aa0_190,0cad7609a72f054f1e5a773edfee880c_3255,b950933d1ddb7e03141c7b304a24a0b6_380,f8e40b63109f8c40a69745e5931a1674_1369
pdxH,,pyridoxamine 5'-phosphate oxidase,10,10,1,78,4040,,,,629,629,629,9b7e70dc9c6ece2c05dcc2e656b22969_982,f703f9607fd873072b58ff69da1f6298_921,7939b8df5802c39c46adb1416b02880c_3362,5b8d0eb8742d50487a1e3a28fa195a18_1128,4291979d325094cc7b4bce3cd2bb2024_217,a077d878693c9fd52ed3dbbed690b74f_194,03f798c6314f9895224cd16f8bb35aa0_194,0cad7609a72f054f1e5a773edfee880c_3251,b950933d1ddb7e03141c7b304a24a0b6_384,f8e40b63109f8c40a69745e5931a1674_1365
WP_053105308.1,,rhodanese-like domain-containing protein,10,10,1,78,4036,,,,950,950,950,9b7e70dc9c6ece2c05dcc2e656b22969_990,f703f9607fd873072b58ff69da1f6298_929,7939b8df5802c39c46adb1416b02880c_3370,5b8d0eb8742d50487a1e3a28fa195a18_1120,4291979d325094cc7b4bce3cd2bb2024_225,a077d878693c9fd52ed3dbbed690b74f_202,03f798c6314f9895224cd16f8bb35aa0_202,0cad7609a72f054f1e5a773edfee880c_3243,b950933d1ddb7e03141c7b304a24a0b6_392,f8e40b63109f8c40a69745e5931a1674_1357
WP_053105316.1,,dihydrolipoyl dehydrogenase,10,10,1,78,3448,,,,1412,1412,1412,9b7e70dc9c6ece2c05dcc2e656b22969_1064,f703f9607fd873072b58ff69da1f6298_1002,7939b8df5802c39c46adb1416b02880c_3443,5b8d0eb8742d50487a1e3a28fa195a18_1047,4291979d325094cc7b4bce3cd2bb2024_322,a077d878693c9fd52ed3dbbed690b74f_277,03f798c6314f9895224cd16f8bb35aa0_280,0cad7609a72f054f1e5a773edfee880c_3134,b950933d1ddb7e03141c7b304a24a0b6_3766,f8e40b63109f8c40a69745e5931a1674_1286
WP_053103383.1,,TRAP transporter small permease,10,10,1,78,1324,,,,146,515,454,9b7e70dc9c6ece2c05dcc2e656b22969_4305,f703f9607fd873072b58ff69da1f6298_2548,7939b8df5802c39c46adb1416b02880c_1914,5b8d0eb8742d50487a1e3a28fa195a18_3961,4291979d325094cc7b4bce3cd2bb2024_2036,a077d878693c9fd52ed3dbbed690b74f_1904,03f798c6314f9895224cd16f8bb35aa0_3335,0cad7609a72f054f1e5a773edfee880c_1417,b950933d1ddb7e03141c7b304a24a0b6_3636,f8e40b63109f8c40a69745e5931a1674_1803
WP_053102371.1,,HAMP domain-containing sensor histidine kinase,10,10,1,78,3408,,,,1334,1337,1336,9b7e70dc9c6ece2c05dcc2e656b22969_1106,f703f9607fd873072b58ff69da1f6298_1044,7939b8df5802c39c46adb1416b02880c_3485,5b8d0eb8742d50487a1e3a28fa195a18_1005,4291979d325094cc7b4bce3cd2bb2024_364,a077d878693c9fd52ed3dbbed690b74f_319,03f798c6314f9895224cd16f8bb35aa0_324,0cad7609a72f054f1e5a773edfee880c_3090,b950933d1ddb7e03141c7b304a24a0b6_3810,f8e40b63109f8c40a69745e5931a1674_1244
WP_231692574.1,,quinoprotein relay system zinc metallohydrolase 1,10,10,1,78,3391,,,,905,935,914,9b7e70dc9c6ece2c05dcc2e656b22969_1138,f703f9607fd873072b58ff69da1f6298_1076,7939b8df5802c39c46adb1416b02880c_3517,5b8d0eb8742d50487a1e3a28fa195a18_973,4291979d325094cc7b4bce3cd2bb2024_396,a077d878693c9fd52ed3dbbed690b74f_351,03f798c6314f9895224cd16f8bb35aa0_356,0cad7609a72f054f1e5a773edfee880c_3058,b950933d1ddb7e03141c7b304a24a0b6_3842,f8e40b63109f8c40a69745e5931a1674_1212
phrB,,deoxyribodipyrimidine photo-lyase,10,10,1,78,3313,,,,236,1445,1319,9b7e70dc9c6ece2c05dcc2e656b22969_1339,f703f9607fd873072b58ff69da1f6298_1196,7939b8df5802c39c46adb1416b02880c_3637,5b8d0eb8742d50487a1e3a28fa195a18_853,4291979d325094cc7b4bce3cd2bb2024_511,a077d878693c9fd52ed3dbbed690b74f_461,03f798c6314f9895224cd16f8bb35aa0_470,0cad7609a72f054f1e5a773edfee880c_2940,b950933d1ddb7e03141c7b304a24a0b6_3967,f8e40b63109f8c40a69745e5931a1674_1088
WP_053105376.1,,HAD hydrolase family protein,10,10,1,78,3293,,,,536,536,536,9b7e70dc9c6ece2c05dcc2e656b22969_1373,f703f9607fd873072b58ff69da1f6298_1230,7939b8df5802c39c46adb1416b02880c_3671,5b8d0eb8742d50487a1e3a28fa195a18_819,4291979d325094cc7b4bce3cd2bb2024_594,a077d878693c9fd52ed3dbbed690b74f_499,03f798c6314f9895224cd16f8bb35aa0_504,0cad7609a72f054f1e5a773edfee880c_2906,b950933d1ddb7e03141c7b304a24a0b6_4001,f8e40b63109f8c40a69745e5931a1674_1054
WP_053105850.1,,linear amide C-N hydrolase,10,10,1,78,3266,,,,1034,1034,1034,9b7e70dc9c6ece2c05dcc2e656b22969_1431,f703f9607fd873072b58ff69da1f6298_1288,7939b8df5802c39c46adb1416b02880c_3735,5b8d0eb8742d50487a1e3a28fa195a18_761,4291979d325094cc7b4bce3cd2bb2024_649,a077d878693c9fd52ed3dbbed690b74f_551,03f798c6314f9895224cd16f8bb35aa0_567,0cad7609a72f054f1e5a773edfee880c_2846,b950933d1ddb7e03141c7b304a24a0b6_7,f8e40b63109f8c40a69745e5931a1674_996
WP_053105419.1,,alpha-2-macroglobulin,10,10,1,78,3253,,,,4907,4907,4907,9b7e70dc9c6ece2c05dcc2e656b22969_1460,f703f9607fd873072b58ff69da1f6298_1317,7939b8df5802c39c46adb1416b02880c_3764,5b8d0eb8742d50487a1e3a28fa195a18_732,4291979d325094cc7b4bce3cd2bb2024_684,a077d878693c9fd52ed3dbbed690b74f_582,03f798c6314f9895224cd16f8bb35aa0_598,0cad7609a72f054f1e5a773edfee880c_2815,b950933d1ddb7e03141c7b304a24a0b6_36,f8e40b63109f8c40a69745e5931a1674_965
mtnA,,S-methyl-5-thioribose-1-phosphate isomerase,10,10,1,78,3231,,,,1073,1073,1073,9b7e70dc9c6ece2c05dcc2e656b22969_1504,f703f9607fd873072b58ff69da1f6298_1361,7939b8df5802c39c46adb1416b02880c_3808,5b8d0eb8742d50487a1e3a28fa195a18_688,4291979d325094cc7b4bce3cd2bb2024_728,a077d878693c9fd52ed3dbbed690b74f_626,03f798c6314f9895224cd16f8bb35aa0_642,0cad7609a72f054f1e5a773edfee880c_2771,b950933d1ddb7e03141c7b304a24a0b6_80,f8e40b63109f8c40a69745e5931a1674_921
WP_053111094.1,,energy transducer TonB,10,10,1,78,3220,,,,800,800,800,9b7e70dc9c6ece2c05dcc2e656b22969_1524,f703f9607fd873072b58ff69da1f6298_1381,7939b8df5802c39c46adb1416b02880c_3828,5b8d0eb8742d50487a1e3a28fa195a18_668,4291979d325094cc7b4bce3cd2bb2024_748,a077d878693c9fd52ed3dbbed690b74f_646,03f798c6314f9895224cd16f8bb35aa0_662,0cad7609a72f054f1e5a773edfee880c_2751,b950933d1ddb7e03141c7b304a24a0b6_100,f8e40b63109f8c40a69745e5931a1674_901
dinB,,DNA polymerase IV,10,10,1,78,3213,,,,1097,1097,1097,9b7e70dc9c6ece2c05dcc2e656b22969_1538,f703f9607fd873072b58ff69da1f6298_1395,7939b8df5802c39c46adb1416b02880c_3842,5b8d0eb8742d50487a1e3a28fa195a18_654,4291979d325094cc7b4bce3cd2bb2024_762,a077d878693c9fd52ed3dbbed690b74f_660,03f798c6314f9895224cd16f8bb35aa0_676,0cad7609a72f054f1e5a773edfee880c_2737,b950933d1ddb7e03141c7b304a24a0b6_114,f8e40b63109f8c40a69745e5931a1674_887
WP_053099743.1,,Na+/H+ antiporter subunit C,10,10,1,78,3086,,,,341,2468,553,9b7e70dc9c6ece2c05dcc2e656b22969_1609,f703f9607fd873072b58ff69da1f6298_1462,7939b8df5802c39c46adb1416b02880c_3967,5b8d0eb8742d50487a1e3a28fa195a18_579,4291979d325094cc7b4bce3cd2bb2024_917,a077d878693c9fd52ed3dbbed690b74f_727,03f798c6314f9895224cd16f8bb35aa0_797,0cad7609a72f054f1e5a773edfee880c_3922,b950933d1ddb7e03141c7b304a24a0b6_4124,f8e40b63109f8c40a69745e5931a1674_806
lpxD,,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,10,10,1,78,3072,,,,1028,1028,1028,9b7e70dc9c6ece2c05dcc2e656b22969_1640,f703f9607fd873072b58ff69da1f6298_1491,7939b8df5802c39c46adb1416b02880c_3998,5b8d0eb8742d50487a1e3a28fa195a18_548,4291979d325094cc7b4bce3cd2bb2024_948,a077d878693c9fd52ed3dbbed690b74f_758,03f798c6314f9895224cd16f8bb35aa0_828,0cad7609a72f054f1e5a773edfee880c_3891,b950933d1ddb7e03141c7b304a24a0b6_4153,f8e40b63109f8c40a69745e5931a1674_775
bamA,,outer membrane protein assembly factor BamA,10,10,1,78,3070,,,,2342,2387,2360,9b7e70dc9c6ece2c05dcc2e656b22969_1644,f703f9607fd873072b58ff69da1f6298_1495,7939b8df5802c39c46adb1416b02880c_4002,5b8d0eb8742d50487a1e3a28fa195a18_544,4291979d325094cc7b4bce3cd2bb2024_952,a077d878693c9fd52ed3dbbed690b74f_762,03f798c6314f9895224cd16f8bb35aa0_832,0cad7609a72f054f1e5a773edfee880c_3887,b950933d1ddb7e03141c7b304a24a0b6_4157,f8e40b63109f8c40a69745e5931a1674_771
WP_053099770.1,,ArsC family reductase,10,10,1,78,3058,,,,350,350,350,9b7e70dc9c6ece2c05dcc2e656b22969_1668,f703f9607fd873072b58ff69da1f6298_1519,7939b8df5802c39c46adb1416b02880c_4026,5b8d0eb8742d50487a1e3a28fa195a18_520,4291979d325094cc7b4bce3cd2bb2024_976,a077d878693c9fd52ed3dbbed690b74f_786,03f798c6314f9895224cd16f8bb35aa0_856,0cad7609a72f054f1e5a773edfee880c_3863,b950933d1ddb7e03141c7b304a24a0b6_4181,f8e40b63109f8c40a69745e5931a1674_747
ispE,,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,10,10,1,78,3039,,,,860,860,860,9b7e70dc9c6ece2c05dcc2e656b22969_1707,f703f9607fd873072b58ff69da1f6298_1558,7939b8df5802c39c46adb1416b02880c_4065,5b8d0eb8742d50487a1e3a28fa195a18_481,4291979d325094cc7b4bce3cd2bb2024_1015,a077d878693c9fd52ed3dbbed690b74f_825,03f798c6314f9895224cd16f8bb35aa0_895,0cad7609a72f054f1e5a773edfee880c_3824,b950933d1ddb7e03141c7b304a24a0b6_4220,f8e40b63109f8c40a69745e5931a1674_708
WP_053105769.1,,YhdH/YhfP family quinone oxidoreductase,10,10,1,78,3034,,,,992,992,992,9b7e70dc9c6ece2c05dcc2e656b22969_1720,f703f9607fd873072b58ff69da1f6298_1571,7939b8df5802c39c46adb1416b02880c_4078,5b8d0eb8742d50487a1e3a28fa195a18_468,4291979d325094cc7b4bce3cd2bb2024_1028,a077d878693c9fd52ed3dbbed690b74f_838,03f798c6314f9895224cd16f8bb35aa0_908,0cad7609a72f054f1e5a773edfee880c_3811,b950933d1ddb7e03141c7b304a24a0b6_4233,f8e40b63109f8c40a69745e5931a1674_695
oadA,,sodium-extruding oxaloacetate decarboxylase subunit alpha,10,10,1,78,3015,,,,1772,2927,1887,9b7e70dc9c6ece2c05dcc2e656b22969_1752,f703f9607fd873072b58ff69da1f6298_1603,7939b8df5802c39c46adb1416b02880c_4110,5b8d0eb8742d50487a1e3a28fa195a18_436,4291979d325094cc7b4bce3cd2bb2024_1060,a077d878693c9fd52ed3dbbed690b74f_870,03f798c6314f9895224cd16f8bb35aa0_940,0cad7609a72f054f1e5a773edfee880c_3773,b950933d1ddb7e03141c7b304a24a0b6_4271,f8e40b63109f8c40a69745e5931a1674_663
